部首編號,筆畫數,漢字,總筆劃,說文解字
75,9,楖,13,
75,9,楗,13,限門也。从木，建聲。 〔其獻切〕 (121 / 116)
75,9,楘,13,車歴錄束文也。从木，敄聲。《詩》曰：五楘梁輈。 〔莫卜切〕 (124 / 119)
75,9,楙,13,木盛也。从林，矛聲。 〔莫候切〕 (126 / 122)
75,9,楚,13,叢木。一名荆也。从林，疋聲。 〔創舉切〕 (126 / 122)
75,9,楛,13,木也。从木，苦聲。《詩》曰：榛楛濟濟。 〔侯古切〕 (116 / 112)
75,9,楜,13,
75,9,楝,13,木也。从木，柬聲。 〔郎電切〕 (117 / 113)
75,9,楞,13,
75,9,楟,13,
75,9,楠,13,
75,9,楢,13,柔木也。工官以爲耎輪。从木，酋聲。讀若糗。 〔以周切〕 (115 / 110)
75,9,楣,13,秦名屋𣝼聯也。齊謂之檐，楚謂之梠。从木，眉聲。 〔武悲切〕 (120 / 116)
75,9,楥,13,履法也。从木，爰聲。讀若指撝。 〔吁券切〕 (123 / 118)
75,9,楦,13,
75,9,楨,13,剛木也。从木，貞聲。上郡有楨林縣。 〔陟盈切〕 (119 / 115)
75,9,楩,13,
75,9,楪,13,
75,9,楫,13,舟櫂也。从木，咠聲。 〔子葉切〕 (124 / 120)
75,9,楬,13,楬桀也。从木，曷聲。《春秋傳》曰：楬而書之。 〔其謁切〕 (125 / 121)
75,9,業,13,大版也。所以飾縣鍾鼓，捷業如鋸齒，以白畫之，象其鉏鋙相承也。从丵从巾，巾，象版。《詩》曰：巨業維樅。𤑽，古文業。 〔魚怯切〕 (58 / 53)
75,9,楮,13,榖也。从木，者聲。柠，楮或从宁。 〔丑呂切〕 (117 / 113)
75,9,楯,13,闌(楯)[檻]也。从木，盾聲。 〔食允切〕 (121 / 116)
75,9,楰,13,鼠梓木。从木，臾聲。《詩》曰：北山有楰。 〔羊朱切〕 (118 / 113)
75,9,楱,13,
75,9,楴,13,
75,9,極,13,棟也。从木，亟聲。 〔渠力切〕 (120 / 115)
75,9,楶,13,𣝍櫨也。从木，咨聲。 〔子結切〕 (120 / 115)
75,9,楷,13,木也。孔子冢蓋樹之者。从木，皆聲。 〔苦駭切〕 (115 / 110)
75,9,楸,13,梓也。从木，秋聲。 〔七由切〕 (115 / 111)
75,9,楹,13,柱也。从木，盈聲。《春秋傳》曰：丹桓宮楹。 〔以成切〕 (120 / 115)
75,9,楺,13,
75,9,楻,13,
75,9,概,13,𣏙斗斛。从木，既聲。 〔工代切〕 (122 / 117)
75,9,榃,13,
75,9,榆,13,榆白枌。从木，俞聲。 〔羊朱切〕 (118 / 113)
75,9,榔,13,
75,10,榍,14,限也。从木，屑聲。 〔先結切〕 (121 / 116)
75,10,榎,14,
75,10,榐,14,
75,10,榑,14,榑桑，神木，日所出也。从木，尃聲。 〔防無切〕 (119 / 115)
75,10,榓,14,
75,10,榕,14,
75,10,榖,14,楮也。从木，𣪊聲。 〔古祿切〕 (117 / 113)
75,10,榗,14,木也。从木，晉聲。《書》曰：竹箭如榗。 〔子善切〕 (116 / 112)
75,10,榙,14,榙𣝋，果似李。从木，荅聲。讀若嚃。 〔土合切〕 (118 / 113)
75,10,榚,14,
75,10,榛,14,木也。从木，秦聲。一曰：菆也。 〔側詵切〕 (116 / 111)
75,10,榜,14,所以輔弓弩。从木，旁聲。 〔補盲切〕 【臣鉉等案：李舟《切韻》一音北孟切，進船也。又音北朗切，木片也。今俗作牓，非。】 (123 / 119)
75,10,榞,14,
75,10,榠,14,
75,10,榡,14,
75,10,榣,14,樹動也。从木，䍃聲。 〔余昭切〕 (119 / 114)
75,10,榤,14,
75,10,榥,14,
75,10,榦,14,築牆耑木也。从木，倝聲。 【臣鉉等曰：今別作幹，非是。矢榦亦同。】 〔古案切〕 (120 / 115)
75,10,榧,14,
75,10,榨,14,
75,10,榩,14,
75,10,榪,14,
75,10,榫,14,擊也。齊謂之終葵。从木，隹聲。 〔直追切〕 (123 / 119)
75,10,榬,14,
75,10,榭,14,臺有屋也。从木，射聲。 〔詞夜切〕 (126 / 121)
75,10,榮,14,桐木也。从木，熒省聲。一曰：屋梠之兩頭起者爲榮。 〔永兵切〕 (117 / 113)
75,10,榯,14,
75,10,榰,14,柱砥，古用木，今以石。从木，耆聲。《易》：榰恆凶。 〔章移切〕 (120 / 115)
75,10,榱,14,秦名爲屋椽，周謂之榱，齊魯謂之桷。从木，衰聲。 〔所追切〕 (120 / 116)
75,10,榳,14,
75,10,榴,14,
75,10,榵,14,
75,10,榶,14,
75,10,榷,14,水上橫木，所以渡者也。从木，隺聲。 〔江岳切〕 (124 / 120)
75,10,榹,14,槃也。从木，虒聲。 〔息移切〕 (122 / 118)
75,10,榻,14,牀也。从木，𦐇聲。 〔土盍切〕 (126 / 121)
75,10,榼,14,酒器也。从木，盍聲。 〔枯蹋切〕 (122 / 118)
75,10,榽,14,
75,10,榾,14,
75,10,榿,14,
75,10,槁,14,木枯也。从木，高聲。 〔苦浩切〕 (119 / 115)
75,10,槂,14,
75,10,槃,14,承槃也。从木，般聲。鎜，古文从金。盤，籀文从皿。 〔薄官切〕 (122 / 117)
75,10,槄,14,
75,10,槆,14,
75,10,槉,14,
75,10,槊,14,矛也。从木，朔聲。 〔所角切〕 (126 / 121)
75,10,構,14,蓋也。从木，冓聲。杜林以爲：椽桷字。 〔古后切〕 (120 / 115)
75,10,槌,14,關東謂之槌，關西謂之㭙。从木，追聲。 〔直類切〕 (122 / 118)
75,10,槍,14,歫也。从木，倉聲。一曰：槍欀也。 〔七羊切〕 (121 / 116)
75,10,槎,14,衺斫也。从木，差聲。《春秋傳》曰：山不槎。 〔側下切〕 (125 / 120)
75,10,槏,14,戶也。从木，兼聲。 〔苦減切〕 (120 / 116)
75,10,槐,14,木也。从木，鬼聲。 〔戶恢切〕 (117 / 113)
75,10,槓,14,
75,10,槔,14,桔槔，汲水器也。从木，皋聲。 〔古牢切〕 (126 / 121)
75,10,槙,14,木頂也。从木，眞聲。一曰：仆木也。 〔都年切〕 (119 / 114)
75,11,㯉,15,木也。从木，虖聲。 〔丑居切〕 (115 / 111)
75,11,槢,15,木也。从木，習聲。 〔似入切〕 (115 / 110)
75,11,槤,15,瑚槤也。从木，連聲。 【臣鉉等曰：今俗作璉，非是。】 〔里典切〕 (122 / 118)
75,11,槥,15,棺櫝也。从木，彗聲。 〔祥歲切〕 (125 / 121)
75,11,槦,15,
75,11,槧,15,牘樸也。从木，斬聲。 〔自琰切〕 (124 / 119)
75,11,槨,15,
75,11,槫,15,
75,11,槬,15,
75,11,槭,15,木，可作大車輮。从木，戚聲。 〔子六切〕 (117 / 112)
75,11,槮,15,木長皃。从木，參聲。《詩》曰：槮差荇菜。 〔所今切〕 (119 / 115)
75,11,槱,15,積火燎之也。从木从火，酉聲。《詩》曰：薪之槱之。《周禮》：以槱燎祠司中司命。𥙫，柴祭天神，或从示。 〔余救切〕 (125 / 120)
75,11,槲,15,
75,11,槳,15,
75,11,槴,15,
75,11,槶,15,筐當也。从木，國聲。 〔古悔切〕 (123 / 118)
75,11,槷,15,木相摩也。从木，埶聲。𣞕，槸或从艸。 〔魚祭切〕 (119 / 115)
75,11,槸,15,木相摩也。从木，埶聲。𣞕，槸或从艸。 〔魚祭切〕 (119 / 115)
75,11,槻,15,
75,11,槼,15,
75,11,槽,15,畜獸之食器。从木，曹聲。 〔昨牢切〕 (123 / 119)
75,11,槾,15,杇也。从木，曼聲。 〔母官切〕 (121 / 116)
75,11,槿,15,
75,11,樀,15,戶樀也。从木，啻聲。《爾雅》曰：檐謂之樀。讀若滴。 〔都歴切〕 (120 / 116)
75,11,樁,15,橛杙也。从木，舂聲。 〔啄江切〕 (126 / 121)
75,11,樂,15,五聲八音總名。象鼓鞞木虡也。 〔玉角切〕 (124 / 119)
75,11,樄,15,
75,11,樅,15,松葉柏身。从木，從聲。 〔七恭切〕 (118 / 113)
75,11,樆,15,
75,11,樇,15,
75,11,樈,15,
75,11,樉,15,
75,11,樊,15,鷙不行也。从𠬜从棥，棥亦聲。 〔附袁切〕 (59 / 54)
75,11,樍,15,
75,11,樏,15,
75,11,樑,15,
75,11,樓,15,重屋也。从木，婁聲。 〔洛侯切〕 (120 / 116)
75,11,樔,15,澤中守艸樓。从木，巢聲。 〔鉏交切〕 (124 / 120)
75,11,樕,15,樸樕木。从木，欶聲。 〔桑谷切〕 (115 / 111)
75,11,樖,15,
75,11,樗,15,木也。以其皮裹松脂。从木，雩聲。讀若華。檴，或从蒦。 〔乎化切〕 (117 / 112)
75,11,樘,15,衺柱也。从木，堂聲。 【臣鉉等曰：今俗別作橕，非是。】 〔丑庚切〕 (120 / 115)
75,11,標,15,木杪末也。从木，票聲。 〔𢾭沼切〕 (119 / 114)
75,11,樛,15,下句曰樛。从木，翏聲。 〔吉虯切〕 (119 / 114)
75,11,樝,15,果似梨而酢。从木，虘聲。 〔側加切〕 (114 / 110)
75,11,樞,15,戶樞也。从木，區聲。 〔昌朱切〕 (120 / 116)
75,11,樟,15,
75,11,樠,15,松心木。从木，㒼聲。 〔莫奔切〕 (118 / 113)
75,11,模,15,法也。从木，莫聲。讀若嫫母之嫫。 〔莫胡切〕 (120 / 115)
75,11,樣,15,栩實。从木，羕聲。 〔徐兩切〕 (116 / 111)
75,11,樥,15,
75,11,樦,15,
75,11,樧,15,
75,11,樨,15,
75,12,樲,16,酸棗也。从木，貳聲。 〔而至切〕 (116 / 112)
75,12,樴,16,弋也。从木，戠聲。 〔之弋切〕 (123 / 118)
75,12,樵,16,散也。从木，焦聲。 〔昨焦切〕 (118 / 113)
75,12,樸,16,木素也。从木，菐聲。 〔匹角切〕 (119 / 115)
75,12,樹,16,生植之總名。从木，尌聲。𡬾，籀文。 〔常句切〕 (118 / 113)
75,12,樺,16,
75,12,樻,16,椐也。从木，貴聲。 〔求位切〕 (116 / 111)
75,12,樼,16,
75,12,樽,16,
75,12,樾,16,
75,12,樿,16,木也。可以爲櫛。从木，單聲。 〔旨善切〕 (115 / 110)
75,12,橀,16,
75,12,橁,16,杶也。从木，筍聲。 〔相倫切〕 (116 / 111)
75,12,橄,16,
75,12,橆,16,豐也。从林、𡘲。或說：規模字。从大、𠦜，數之積也。林者，木之多也。𠦜與庶同意。《商書》曰：庶草繁無。 【徐鍇曰：或說大𠦜爲規模之模，諸部無者，不審信也。】 〔文甫切〕 (126 / 121)
75,12,橇,16,
75,12,橈,16,曲木。从木，堯聲。 〔女敎切〕 (119 / 114)
75,12,橉,16,
75,12,橋,16,水梁也。从木，喬聲。 〔巨驕切〕 (124 / 120)
75,12,橍,16,
75,12,橎,16,木也。从木，番聲。讀若樊。 〔附轅切〕 (117 / 113)
75,12,橏,16,
75,12,橐,16,囊也。从㯻省，石聲。 〔他各切〕 (128 / 124)
75,12,橑,16,椽也。从木，尞聲。 〔盧浩切〕 (120 / 116)
75,12,橔,16,
75,12,橕,16,
75,12,橖,16,
75,12,橘,16,果，出江南。从木，矞聲。 〔居聿切〕 (114 / 110)
75,12,橙,16,橘屬。从木，登聲。 〔丈庚切〕 (114 / 110)
75,12,橚,16,長木皃。从木，肅聲。 〔山巧切〕 (119 / 115)
75,12,橛,16,弋也。从木，厥聲。一曰：門梱也。 〔瞿月切〕 (123 / 118)
75,12,橝,16,屋梠前也。从木，覃聲。一曰：蠶槌。 〔徒含切〕 (120 / 116)
75,12,橞,16,木也。从木，惠聲。 〔胡計切〕 (116 / 112)
75,12,機,16,主發謂之機。从木，幾聲。 〔居衣切〕 (123 / 118)
75,12,橠,16,
75,12,橡,16,
75,12,橢,16,車笭中橢橢器也。从木，隋聲。 〔徒果切〕 (122 / 118)
75,12,橤,16,
75,12,橦,16,帳極也。从木，童聲。 〔宅江切〕 (121 / 117)
75,12,橧,16,
75,12,橨,16,
75,12,橩,16,
75,12,橪,16,酸小棗。从木，然聲。一曰：染也。 〔人善切〕 (116 / 112)
75,12,橫,16,闌木也。从木，黃聲。 〔戶盲切〕 (124 / 120)
75,12,橭,16,
75,12,橯,16,
75,12,橶,16,
75,13,㯱,17,囊張大皃。从㯻省，匋省聲。 〔符宵切〕 (129 / 125)
75,13,橾,17,車轂中空也。从木，喿聲。讀若藪。 〔山樞切〕 (124 / 119)
75,13,橿,17,枋也。从木，畺聲。一曰：鉏柄名。 〔居良切〕 (117 / 112)
75,13,檀,17,木也。从木，亶聲。 〔徒乾切〕 (117 / 113)
75,13,檁,17,
75,13,檃,17,栝也。从木，隱省聲。 〔於謹切〕 (123 / 119)
75,13,檄,17,二尺書。从木，敫聲。 〔胡狄切〕 (124 / 119)
75,13,檅,17,
75,13,檇,17,以木有所擣也。从木，雋聲。《春秋傳》曰：越敗吳於檇李。 〔遵爲切〕 (124 / 120)
75,13,檉,17,河柳也。从木，聖聲。 〔敕貞切〕 (117 / 112)
75,13,檌,17,
75,13,檍,17,杶也。从木，意聲。 〔於力切〕 (115 / 111)
75,13,檎,17,
75,13,檐,17,㮰也。从木，詹聲。 【臣鉉等曰：今俗作簷，非是。】 〔余廉切〕 (120 / 116)
75,13,檑,17,
75,13,檒,17,
75,13,檓,17,
75,13,檔,17,
75,13,檕,17,繘耑木也。从木，毄聲。 〔古詣切〕 (122 / 118)
75,13,檖,17,
75,13,檗,17,黃木也。从木，辟聲。 〔博戹切〕 (117 / 112)
75,13,檚,17,
75,13,檛,17,
75,13,檜,17,柏葉松身。从木，會聲。 〔古外切〕 (118 / 113)
75,13,檞,17,
75,13,檟,17,楸也。从木，賈聲。《春秋傳》曰：樹六檟於蒲圃。 〔古雅切〕 (115 / 111)
75,13,檠,17,榜也。从木，敬聲。 〔巨京切〕 (123 / 119)
75,13,檡,17,
75,13,檢,17,書署也。从木，僉聲。 〔居奄切〕 (124 / 119)
75,13,檣,17,
75,13,檤,17,
75,13,檥,17,榦也。从木，義聲。 〔魚羈切〕 (120 / 115)
75,13,檦,17,
75,13,檨,17,
75,14,檬,18,
75,14,檭,18,
75,14,檮,18,斷木也。从木，𠷎聲。《春秋傳》曰：檮柮。 〔徒刀切〕 (125 / 120)
75,14,檯,18,
75,14,檳,18,
75,14,檴,18,木也。以其皮裹松脂。从木，雩聲。讀若華。檴，或从蒦。 〔乎化切〕 (117 / 112)
75,14,檶,18,
75,14,檷,18,絡絲檷。从木，爾聲。讀若柅。 〔奴禮切〕 (123 / 118)
75,14,檸,18,
75,14,檹,18,木檹施。从木，旖聲。賈侍中說：檹即椅木，可作琴。 〔於离切〕 (119 / 114)
75,14,檺,18,
75,14,檻,18,櫳也。从木，監聲。一曰：圈。 〔胡黯切〕 (125 / 121)
75,14,檽,18,
75,14,櫂,18,所以進船也。从木，翟聲。或从卓。 【《史記》通用濯。】 〔直敎切〕 (126 / 121)
75,14,櫃,18,
75,14,櫅,18,木也。可以爲大車軸。从木，齊聲。 〔祖雞切〕 (116 / 112)
75,14,櫆,18,
75,14,櫇,18,
75,15,櫋,19,屋𣝼聯也。从木，邊省聲。 〔武延切〕 (120 / 116)
75,15,櫌,19,摩田器。从木，憂聲。《論語》曰：櫌而不輟。 〔於求切〕 (122 / 117)
75,15,櫍,19,柎也。从木，質聲。 〔之日切〕 (126 / 121)
75,15,櫏,19,
75,15,櫐,19,龜目酒尊，刻木作雲雷象，象施不窮也。从木，畾聲。罍，櫑或从缶。𥃇，櫑或从皿。𦉩，籀文櫑。 〔魯回切〕 (122 / 118)
75,15,櫑,19,龜目酒尊，刻木作雲雷象，象施不窮也。从木，畾聲。罍，櫑或从缶。𥃇，櫑或从皿。𦉩，籀文櫑。 〔魯回切〕 (122 / 118)
75,15,櫓,19,大盾也。从木，魯聲。樐，或从鹵。 〔郎古切〕 (124 / 119)
75,15,櫙,19,
75,15,櫚,19,
75,15,櫛,19,梳比之總名也。从木，節聲。 〔阻瑟切〕 (121 / 117)
75,15,櫜,19,車上大橐。从㯻省﹐咎聲。《詩》曰：載櫜弓矢。 〔古勞切〕 (128 / 124)
75,15,櫝,19,匱也。从木，𧶠聲。一曰：木名。又曰：大梡也。 〔徒谷切〕 (121 / 117)
75,15,櫞,19,
75,15,櫟,19,木也。从木，樂聲。 〔郎擊切〕 (117 / 113)
75,15,櫠,19,
75,15,櫡,19,斫謂之櫡。从木，箸聲。 〔張略切〕 (122 / 117)
75,15,櫥,19,
75,15,櫫,19,
75,16,櫧,20,
75,16,櫨,20,柱上柎也。从木，盧聲。伊尹曰：果之美者，箕山之東，青鳧之所，有櫨橘焉，夏孰也。一曰：宅櫨木，出弘農山也。 〔落胡切〕 (120 / 115)
75,16,櫪,20,櫪㯕，(椑)[柙]指也。从木，歴聲。 〔郎擊切〕 (125 / 121)
75,16,櫬,20,棺也。从木，親聲。《春秋傳》曰：士輿櫬。 〔初僅切〕 (125 / 121)
75,16,櫮,20,
75,16,櫯,20,
75,16,櫰,20,
75,16,櫱,20,伐木餘也。从木，獻聲。《商書》曰：若顛木之有㽕𣡌。櫱，𣡌或从木，辥聲。𣎴，古文𣡌从木無頭。㮆，亦古文𣡌。 〔五葛切〕 (125 / 120)
75,16,櫳,20,檻也。从木，龍聲。 〔盧紅切〕 (125 / 121)
75,17,櫸,21,
75,17,櫹,21,
75,17,櫺,21,楯閒子也。从木，霝聲。 〔郎丁切〕 (121 / 116)
75,17,櫻,21,果也。从木，嬰聲。 〔烏莖切〕 (126 / 121)
75,17,櫼,21,楔也。从木，韱聲。 〔子廉切〕 (121 / 116)
75,17,欀,21,
75,17,欂,21,壁柱。从木，薄省聲。 〔弼戟切〕 (120 / 115)
75,17,欃,21,
75,17,欄,21,
75,18,欈,22,
75,18,欉,22,
75,18,權,22,黃華木。从木，雚聲。一曰：反常。 〔巨員切〕 (117 / 112)
75,18,欋,22,
75,19,欏,23,
75,19,欐,23,
75,19,欑,23,積竹杖也。从木，贊聲。一曰：穿也。一曰：叢木。 〔在丸切〕 (123 / 119)
75,19,欒,23,木似欄。从木，䜌聲。《禮》：天子樹松，諸侯柏，大夫欒，士楊。 〔洛官切〕 (117 / 112)
75,20,欓,24,
75,21,欖,25,
75,21,欗,25,
75,21,欘,25,斫也。齊謂之鎡錤。一曰：斤柄性自曲者。从木，屬聲。 〔陟玉切〕 (122 / 117)
75,21,欙,25,山行所乘者。从木，纍聲。《虞書》曰：予乘四載，水行乘舟，陸行乘車，山行乘欙，澤行乘䡅。 〔力追切〕 (124 / 120)
75,21,欚,25,江中大船名。从木，蠡聲。 〔盧啓切〕 (124 / 120)
75,24,欞,28,
76,0,欠,4,張口气悟也。象气从人上出之形。凡欠之屬皆从欠。 〔去劍切〕 (179 / 176)
76,2,次,6,不前不精也。从欠，二聲。𠕞，古文次。 〔七四切〕 (180 / 178)
76,4,欣,8,笑喜也。从欠，斤聲。 〔許斤切〕 (179 / 176)
76,4,欥,8,詮詞也。从欠从曰，曰亦聲。《詩》曰：欥求厥寧。 〔余律切〕 (180 / 178)
76,5,㰦,9,
76,5,欨,9,吹也。一曰：笑意。从欠，句聲。 〔況于切〕 (179 / 176)
76,6,欬,10,屰气也。从欠，亥聲。 〔苦蓋切〕 (180 / 177)
76,6,欭,10,嚘也。从欠，因聲。 〔乙冀切〕 (180 / 177)
76,6,欯,10,喜也。从欠，吉聲。 〔許吉切〕 (179 / 176)
76,6,欱,10,歠也。从欠，合聲。 〔呼合切〕 (180 / 177)
76,7,欲,11,貪欲也。从欠，谷聲。 〔余蜀切〕 (179 / 176)
76,7,欳,11,
76,7,欴,11,
76,7,欶,11,吮也。从欠，束聲。 〔所角切〕 (180 / 177)
76,7,欷,11,歔也。从欠，稀省聲。 〔香衣切〕 (179 / 177)
76,7,欸,11,訾也。从欠，矣聲。 〔凶戒切，又烏開切〕 (179 / 177)
76,8,欹,12,
76,8,欺,12,詐欺也。从欠，其聲。 〔去其切〕 (180 / 178)
76,8,欻,12,有所吹起。从欠，炎聲。讀若忽。 〔許物切〕 (179 / 177)
76,8,欼,12,
76,8,欽,12,欠皃。从欠，金聲。 〔去音切〕 (179 / 176)
76,8,款,12,意有所欲也。从欠，㝮省。歀，㱁或从柰。 【臣鉉等曰：㝮，塞也。意有所欲而猶塞㝮㝮然也。】 〔苦管切〕 (179 / 176)
76,8,欿,12,欲得也。从欠，臽聲。讀若貪。 〔他含切〕 (180 / 177)
76,9,歁,13,食不滿也。从欠，甚聲。讀若坎。 〔苦感切〕 (180 / 177)
76,9,歂,13,口气引也。从欠，耑聲。讀若車輇。 〔市緣切〕 (179 / 177)
76,9,歃,13,歠也。从欠，臿聲。《春秋傳》曰：歃而忘。 〔山洽切〕 (180 / 177)
76,9,歅,13,
76,9,歆,13,神食气也。从欠，音聲。 〔許今切〕 (180 / 178)
76,9,歇,13,息也。一曰：气越泄。从欠，曷聲。 〔許謁切〕 (179 / 176)
76,9,歈,13,歌也。从欠，俞聲。 【《切韻》云：巴歈歌也。案《史記》：渝水之人善歌舞，漢高祖采其聲，後人因加此字。】 〔羊朱切〕 (180 / 178)
76,10,歉,14,歉食不滿。从欠，兼聲。 〔苦簟切〕 (180 / 177)
76,10,歊,14,歊歊，气出皃。从欠、高，高亦聲。 〔許嬌切〕 (179 / 177)
76,10,歋,14,人相笑相歋瘉。从欠，虒聲。 〔以支切〕 (179 / 177)
76,10,歌,14,詠也。从欠，哥聲。謌，歌或从言。 〔古俄切〕 (179 / 177)
76,10,歍,14,心有所惡若吐也。从欠，烏聲。一曰：口相就。 〔哀都切〕 (179 / 177)
76,11,歎,15,吟也。从欠，𪅀省聲。𣥁，籀文歎，不省。 〔他案切〕 (179 / 177)
76,11,歐,15,吐也。从欠，區聲。 〔烏后切〕 (179 / 177)
76,11,歑,15,溫吹也。从欠，虖聲。 〔虎烏切〕 (179 / 176)
76,12,歔,16,欷也。从欠，虛聲。一曰：出气也。 〔朽居切〕 (179 / 177)
76,12,歕,16,吹气也。从欠，賁聲。 〔普魂切〕 (179 / 176)
76,12,歖,16,卒喜也。从欠从喜。 〔許其切〕 (179 / 177)
76,12,歙,16,縮鼻也。从欠，翕聲。丹陽有歙縣。 〔許及切〕 (180 / 177)
76,13,歛,17,
76,13,歜,17,盛气怒也。从欠，蜀聲。 〔尺玉切〕 (180 / 177)
76,14,歞,18,
76,14,歟,18,安气也。从欠，與聲。 〔以諸切〕 (179 / 176)
76,15,歠,19,㱃也。从㱃省，叕聲。吷，歠或从口从夬。 〔昌說切〕 (180 / 178)
76,18,歡,22,喜樂也。从欠，雚聲。 〔呼官切〕 (179 / 176)
77,0,止,4,下基也。象艸木出有址，故以止爲足。凡止之屬皆从止。 〔諸市切〕 (38 / 32)
